,geo_value,time_value,hospital admissions
185,6001,2021-01-07,3.2398723
186,6003,2021-01-07,
187,6005,2021-01-07,2.4948232
188,6007,2021-01-07,6.9835778
189,6009,2021-01-07,2.4679475
190,6011,2021-01-07,7.2893059
191,6013,2021-01-07,2.8761527
192,6015,2021-01-07,0.0
193,6017,2021-01-07,1.8512005
194,6019,2021-01-07,6.3798576
195,6021,2021-01-07,5.0509897
196,6023,2021-01-07,1.2700577
197,6025,2021-01-07,6.2605548
198,6027,2021-01-07,3.166511
199,6029,2021-01-07,6.2128202
200,6031,2021-01-07,4.6779511
201,6033,2021-01-07,2.880229
202,6035,2021-01-07,16.1818459
203,6037,2021-01-07,8.2986929
204,6039,2021-01-07,2.2638222
205,6041,2021-01-07,1.6099269
206,6043,2021-01-07,0.8325008
207,6045,2021-01-07,1.8259474
208,6047,2021-01-07,2.8136389
209,6049,2021-01-07,11.411617
210,6051,2021-01-07,1.9658338
211,6053,2021-01-07,4.9729109
212,6055,2021-01-07,1.786174
213,6057,2021-01-07,0.7171111
214,6059,2021-01-07,8.4716713
215,6061,2021-01-07,6.5233191
216,6063,2021-01-07,0.7531879
217,6065,2021-01-07,6.1638001
218,6067,2021-01-07,3.9490483
219,6069,2021-01-07,2.8992941
220,6071,2021-01-07,7.8046076
221,6073,2021-01-07,4.6598384
222,6075,2021-01-07,1.7144057
223,6077,2021-01-07,7.310582
224,6079,2021-01-07,1.9233271
225,6081,2021-01-07,2.4302225
226,6083,2021-01-07,5.7494117
227,6085,2021-01-07,4.3221832
228,6087,2021-01-07,4.0752061
229,6089,2021-01-07,11.3310921
230,6091,2021-01-07,
231,6093,2021-01-07,0.6606874
232,6095,2021-01-07,5.2740172
233,6097,2021-01-07,2.1873969
234,6099,2021-01-07,5.4797125
235,6101,2021-01-07,0.0
236,6103,2021-01-07,2.2150455
237,6105,2021-01-07,0.0
238,6107,2021-01-07,5.791341
239,6109,2021-01-07,2.8825618
240,6111,2021-01-07,5.5350782
241,6113,2021-01-07,1.4953553
242,6115,2021-01-07,8.5543199
1827,36001,2021-01-07,8.1860087
1828,36003,2021-01-07,1.8802353
1829,36005,2021-01-07,3.945761
1830,36007,2021-01-07,5.8826191
1831,36009,2021-01-07,8.6622314
1832,36011,2021-01-07,4.8853539
1833,36013,2021-01-07,3.4004969
1834,36015,2021-01-07,3.8038987
1835,36017,2021-01-07,1.2228302
1836,36019,2021-01-07,4.2976402
1837,36021,2021-01-07,5.2790962
1838,36023,2021-01-07,3.3312034
1839,36025,2021-01-07,1.3005339
1840,36027,2021-01-07,5.2117556
1841,36029,2021-01-07,13.7368478
1842,36031,2021-01-07,3.0979294
1843,36033,2021-01-07,1.4295721
1844,36035,2021-01-07,22.9926099
1845,36037,2021-01-07,8.0208944
1846,36039,2021-01-07,
1847,36041,2021-01-07,
1848,36043,2021-01-07,2.1096305
1849,36045,2021-01-07,4.7577197
1850,36047,2021-01-07,2.4307164
1851,36049,2021-01-07,7.6373773
1852,36051,2021-01-07,2.2894507
1853,36053,2021-01-07,5.270135
1854,36055,2021-01-07,7.9632879
1855,36057,2021-01-07,6.9728929
1856,36059,2021-01-07,4.4823433
1857,36061,2021-01-07,8.1886415
1858,36063,2021-01-07,2.6049307
1859,36065,2021-01-07,9.237022
1860,36067,2021-01-07,7.2173011
1861,36069,2021-01-07,8.8238691
1862,36071,2021-01-07,4.4129023
1863,36073,2021-01-07,5.0027515
1864,36075,2021-01-07,1.2278647
1865,36077,2021-01-07,4.3805533
1866,36079,2021-01-07,3.9146093
1867,36081,2021-01-07,3.8252338
1868,36083,2021-01-07,5.1501867
1869,36085,2021-01-07,5.3196461
1870,36087,2021-01-07,3.8536067
1871,36089,2021-01-07,3.9984273
1872,36091,2021-01-07,1.8609429
1873,36093,2021-01-07,5.6091645
1874,36095,2021-01-07,2.2943779
1875,36097,2021-01-07,0.0
1876,36099,2021-01-07,
1877,36101,2021-01-07,9.658934
1878,36103,2021-01-07,5.7849336
1879,36105,2021-01-07,0.9423046
1880,36107,2021-01-07,
1881,36109,2021-01-07,2.1204231
1882,36111,2021-01-07,2.0096269
1883,36113,2021-01-07,4.7054395
1884,36115,2021-01-07,
1885,36117,2021-01-07,4.1575188
1886,36119,2021-01-07,3.9937201
1887,36121,2021-01-07,1.0859532
1888,36123,2021-01-07,1.1530036
3404,6001,2021-01-08,3.2398723
3405,6003,2021-01-08,
3406,6005,2021-01-08,2.1384199
3407,6007,2021-01-08,6.5806791
3408,6009,2021-01-08,2.4679475
3409,6011,2021-01-08,7.2893059
3410,6013,2021-01-08,2.9877276
3411,6015,2021-01-08,0.0
3412,6017,2021-01-08,1.7031045
3413,6019,2021-01-08,6.7794907
3414,6021,2021-01-08,8.0815836
3415,6023,2021-01-08,1.5875721
3416,6025,2021-01-08,6.3398023
3417,6027,2021-01-08,3.166511
3418,6029,2021-01-08,6.2128202
3419,6031,2021-01-08,5.0521872
3420,6033,2021-01-08,3.1017851
3421,6035,2021-01-08,13.8021627
3422,6037,2021-01-08,8.3015665
3423,6039,2021-01-08,1.9016107
3424,6041,2021-01-08,1.4988975
3425,6043,2021-01-08,0.8325008
3426,6045,2021-01-08,1.9919426
3427,6047,2021-01-08,2.8136389
3428,6049,2021-01-08,11.411617
3429,6051,2021-01-08,3.9316676
3430,6053,2021-01-08,4.7408417
3431,6055,2021-01-08,1.9963121
3432,6057,2021-01-08,0.5736889
3433,6059,2021-01-08,8.5122703
3434,6061,2021-01-08,6.1333381
3435,6063,2021-01-08,0.7531879
3436,6065,2021-01-08,6.3876252
3437,6067,2021-01-08,3.7657978
3438,6069,2021-01-08,3.1223168
3439,6071,2021-01-08,7.8763891
3440,6073,2021-01-08,4.7155679
3441,6075,2021-01-08,1.7473751
3442,6077,2021-01-08,7.1431641
3443,6079,2021-01-08,1.9233271
3444,6081,2021-01-08,2.279511
3445,6083,2021-01-08,5.9100098
3446,6085,2021-01-08,4.3072016
3447,6087,2021-01-08,3.9693566
3448,6089,2021-01-08,11.5704814
3449,6091,2021-01-08,
3450,6093,2021-01-08,0.6606874
3451,6095,2021-01-08,5.050271
3452,6097,2021-01-08,2.2457275
3453,6099,2021-01-08,5.2719509
3454,6101,2021-01-08,0.0
3455,6103,2021-01-08,2.2150455
3456,6105,2021-01-08,0.0
3457,6107,2021-01-08,6.035187
3458,6109,2021-01-08,2.3584597
3459,6111,2021-01-08,5.5350782
3460,6113,2021-01-08,1.2352935
3461,6115,2021-01-08,8.5543199
5046,36001,2021-01-08,9.3151133
5047,36003,2021-01-08,2.1936078
5048,36005,2021-01-08,4.1904593
5049,36007,2021-01-08,5.9580373
5050,36009,2021-01-08,7.5323751
5051,36011,2021-01-08,5.6369468
5052,36013,2021-01-08,3.8538965
5053,36015,2021-01-08,3.9768031
5054,36017,2021-01-08,0.9171227
5055,36019,2021-01-08,4.2976402
5056,36021,2021-01-08,5.7590141
5057,36023,2021-01-08,4.5425501
5058,36025,2021-01-08,0.6502669
5059,36027,2021-01-08,5.7962515
5060,36029,2021-01-08,13.861445
5061,36031,2021-01-08,1.9362059
5062,36033,2021-01-08,1.1436577
5063,36035,2021-01-08,23.2631112
5064,36037,2021-01-08,7.7702415
5065,36039,2021-01-08,
5066,36041,2021-01-08,
5067,36043,2021-01-08,2.1096305
5068,36045,2021-01-08,4.7577197
5069,36047,2021-01-08,2.5601296
5070,36049,2021-01-08,7.6373773
5071,36051,2021-01-08,2.7473408
5072,36053,2021-01-08,5.0674375
5073,36055,2021-01-08,8.2910746
5074,36057,2021-01-08,6.9728929
5075,36059,2021-01-08,4.8206333
5076,36061,2021-01-08,8.1797793
5077,36063,2021-01-08,3.6331928
5078,36065,2021-01-08,8.9856744
5079,36067,2021-01-08,6.7195562
5080,36069,2021-01-08,8.304818
5081,36071,2021-01-08,4.4870687
5082,36073,2021-01-08,5.0027515
5083,36075,2021-01-08,1.841797
5084,36077,2021-01-08,4.1371892
5085,36079,2021-01-08,3.6246383
5086,36081,2021-01-08,4.0883791
5087,36083,2021-01-08,4.6984159
5088,36085,2021-01-08,5.4999731
5089,36087,2021-01-08,4.0287707
5090,36089,2021-01-08,3.9984273
5091,36091,2021-01-08,1.73688
5092,36093,2021-01-08,6.1608855
5093,36095,2021-01-08,1.8355023
5094,36097,2021-01-08,0.0
5095,36099,2021-01-08,
5096,36101,2021-01-08,9.9607757
5097,36103,2021-01-08,5.8430736
5098,36105,2021-01-08,0.3769218
5099,36107,2021-01-08,
5100,36109,2021-01-08,2.1204231
5101,36111,2021-01-08,1.9292418
5102,36113,2021-01-08,4.7054395
5103,36115,2021-01-08,
5104,36117,2021-01-08,3.9976142
5105,36119,2021-01-08,4.2008019
5106,36121,2021-01-08,1.809922
5107,36123,2021-01-08,2.3060071
6623,6001,2021-01-09,3.3601859
6624,6003,2021-01-09,
6625,6005,2021-01-09,1.4256133
6626,6007,2021-01-09,6.6478289
6627,6009,2021-01-09,3.0849344
6628,6011,2021-01-09,7.2893059
6629,6013,2021-01-09,3.248069
6630,6015,2021-01-09,0.0
6631,6017,2021-01-09,1.4809604
6632,6019,2021-01-09,6.9222168
6633,6021,2021-01-09,11.6172764
6634,6023,2021-01-09,1.7992483
6635,6025,2021-01-09,6.894535
6636,6027,2021-01-09,3.9581387
6637,6029,2021-01-09,6.1969711
6638,6031,2021-01-09,4.303715
6639,6033,2021-01-09,3.5448972
6640,6035,2021-01-09,12.8502894
6641,6037,2021-01-09,8.3030032
6642,6039,2021-01-09,1.629952
6643,6041,2021-01-09,1.387868
6644,6043,2021-01-09,0.8325008
6645,6045,2021-01-09,2.323933
6646,6047,2021-01-09,3.3252096
6647,6049,2021-01-09,11.411617
6648,6051,2021-01-09,3.9316676
6649,6053,2021-01-09,4.7408417
6650,6055,2021-01-09,2.1013811
6651,6057,2021-01-09,0.8605334
6652,6059,2021-01-09,8.3904731
6653,6061,2021-01-09,6.7005832
6654,6063,2021-01-09,0.0
6655,6065,2021-01-09,6.48519
6656,6067,2021-01-09,3.9582108
6657,6069,2021-01-09,3.1223168
6658,6071,2021-01-09,7.8633379
6659,6073,2021-01-09,4.7198548
6660,6075,2021-01-09,1.9451911
6661,6077,2021-01-09,7.1431641
6662,6079,2021-01-09,1.8727132
6663,6081,2021-01-09,2.4490614
6664,6083,2021-01-09,5.7494117
6665,6085,2021-01-09,4.3521463
6666,6087,2021-01-09,4.1281308
6667,6089,2021-01-09,12.2088528
6668,6091,2021-01-09,
6669,6093,2021-01-09,0.9910312
6670,6095,2021-01-09,4.922416
6671,6097,2021-01-09,2.2165622
6672,6099,2021-01-09,5.7394145
6673,6101,2021-01-09,0.0
6674,6103,2021-01-09,1.5505318
6675,6105,2021-01-09,0.0
6676,6107,2021-01-09,6.3399944
6677,6109,2021-01-09,2.6205107
6678,6111,2021-01-09,5.7388234
6679,6113,2021-01-09,1.1052626
6680,6115,2021-01-09,8.3761049
8265,36001,2021-01-09,8.8916991
8266,36003,2021-01-09,2.5069804
8267,36005,2021-01-09,4.159872
8268,36007,2021-01-09,5.9580373
8269,36009,2021-01-09,6.5908282
8270,36011,2021-01-09,5.0732521
8271,36013,2021-01-09,3.9672464
8272,36015,2021-01-09,3.9768031
8273,36017,2021-01-09,0.9171227
8274,36019,2021-01-09,3.9395036
8275,36021,2021-01-09,5.2790962
8276,36023,2021-01-09,4.8453867
8277,36025,2021-01-09,0.0
8278,36027,2021-01-09,5.7962515
8279,36029,2021-01-09,13.7991464
8280,36031,2021-01-09,2.3234471
8281,36033,2021-01-09,0.2859144
8282,36035,2021-01-09,23.2631112
8283,36037,2021-01-09,6.2663238
8284,36039,2021-01-09,
8285,36041,2021-01-09,
8286,36043,2021-01-09,2.3440338
8287,36045,2021-01-09,4.7577197
8288,36047,2021-01-09,2.4532231
8289,36049,2021-01-09,9.8194851
8290,36051,2021-01-09,2.5183957
8291,36053,2021-01-09,5.0674375
8292,36055,2021-01-09,8.6574244
8293,36057,2021-01-09,7.8445045
8294,36059,2021-01-09,4.6726314
8295,36061,2021-01-09,8.0379847
8296,36063,2021-01-09,3.4960912
8297,36065,2021-01-09,8.4201425
8298,36067,2021-01-09,6.0040479
8299,36069,2021-01-09,7.6560041
8300,36071,2021-01-09,4.1162366
8301,36073,2021-01-09,4.6454121
8302,36075,2021-01-09,1.841797
8303,36077,2021-01-09,4.6239173
8304,36079,2021-01-09,3.1896817
8305,36081,2021-01-09,3.831652
8306,36083,2021-01-09,3.6141661
8307,36085,2021-01-09,5.1092646
8308,36087,2021-01-09,4.1601436
8309,36089,2021-01-09,3.8651464
8310,36091,2021-01-09,1.5507858
8311,36093,2021-01-09,6.4367461
8312,36095,2021-01-09,1.3766267
8313,36097,2021-01-09,0.0
8314,36099,2021-01-09,
8315,36101,2021-01-09,10.564459
8316,36103,2021-01-09,5.6783435
8317,36105,2021-01-09,0.1884609
8318,36107,2021-01-09,
8319,36109,2021-01-09,1.9790615
8320,36111,2021-01-09,1.7684717
8321,36113,2021-01-09,5.6017137
8322,36115,2021-01-09,
8323,36117,2021-01-09,4.4773279
8324,36119,2021-01-09,4.363509
8325,36121,2021-01-09,1.809922
8326,36123,2021-01-09,2.3060071
9842,6001,2021-01-10,3.3000291
9843,6003,2021-01-10,
9844,6005,2021-01-10,1.4256133
9845,6007,2021-01-10,6.5135293
9846,6009,2021-01-10,3.3934279
9847,6011,2021-01-10,7.9519701
9848,6013,2021-01-10,3.2604663
9849,6015,2021-01-10,0.0
9850,6017,2021-01-10,2.0733446
9851,6019,2021-01-10,6.7509455
9852,6021,2021-01-10,15.1529692
9853,6023,2021-01-10,1.7992483
9854,6025,2021-01-10,6.73604
9855,6027,2021-01-10,3.166511
9856,6029,2021-01-10,6.133575
9857,6031,2021-01-10,4.6779511
9858,6033,2021-01-10,3.5448972
9859,6035,2021-01-10,11.8984161
9860,6037,2021-01-10,8.0372037
9861,6039,2021-01-10,1.1771876
9862,6041,2021-01-10,1.1102944
9863,6043,2021-01-10,0.0
9864,6045,2021-01-10,2.4899282
9865,6047,2021-01-10,2.915953
9866,6049,2021-01-10,11.411617
9867,6051,2021-01-10,3.9316676
9868,6053,2021-01-10,4.4424671
9869,6055,2021-01-10,1.9963121
9870,6057,2021-01-10,1.0039556
9871,6059,2021-01-10,7.8536633
9872,6061,2021-01-10,6.2751493
9873,6063,2021-01-10,0.0
9874,6065,2021-01-10,6.2441475
9875,6067,2021-01-10,3.9398858
9876,6069,2021-01-10,3.1223168
9877,6071,2021-01-10,7.6936725
9878,6073,2021-01-10,4.5826746
9879,6075,2021-01-10,2.0111298
9880,6077,2021-01-10,7.0873581
9881,6079,2021-01-10,1.8220993
9882,6081,2021-01-10,2.5055782
9883,6083,2021-01-10,5.6851725
9884,6085,2021-01-10,4.3521463
9885,6087,2021-01-10,4.1810556
9886,6089,2021-01-10,12.448242
9887,6091,2021-01-10,
9888,6093,2021-01-10,0.9910312
9889,6095,2021-01-10,4.8584885
9890,6097,2021-01-10,2.2748928
9891,6099,2021-01-10,5.6874741
9892,6101,2021-01-10,0.0
9893,6103,2021-01-10,1.3290273
9894,6105,2021-01-10,0.0
9895,6107,2021-01-10,6.5228788
9896,6109,2021-01-10,2.0964086
9897,6111,2021-01-10,5.772781
9898,6113,2021-01-10,0.9102163
9899,6115,2021-01-10,7.4850299
11484,36001,2021-01-10,7.9507786
11485,36003,2021-01-10,2.5069804
11486,36005,2021-01-10,4.2618297
11487,36007,2021-01-10,8.8993469
11488,36009,2021-01-10,4.7077344
11489,36011,2021-01-10,5.6369468
11490,36013,2021-01-10,4.0805963
11491,36015,2021-01-10,4.3226121
11492,36017,2021-01-10,1.5285378
11493,36019,2021-01-10,3.5813669
11494,36021,2021-01-10,4.0793016
11495,36023,2021-01-10,4.8453867
11496,36025,2021-01-10,0.3251335
11497,36027,2021-01-10,6.0884995
11498,36029,2021-01-10,13.7368478
11499,36031,2021-01-10,2.3234471
11500,36033,2021-01-10,0.2859144
11501,36035,2021-01-10,24.3451164
11502,36037,2021-01-10,6.2663238
11503,36039,2021-01-10,
11504,36041,2021-01-10,
11505,36043,2021-01-10,1.8752271
11506,36045,2021-01-10,5.1541964
11507,36047,2021-01-10,2.4644764
11508,36049,2021-01-10,10.910539
11509,36051,2021-01-10,2.2894507
11510,36053,2021-01-10,5.0674375
11511,36055,2021-01-10,8.4646087
11512,36057,2021-01-10,7.5539673
11513,36059,2021-01-10,4.3871992
11514,36061,2021-01-10,7.6214629
11515,36063,2021-01-10,3.221888
11516,36065,2021-01-10,8.7971638
11517,36067,2021-01-10,5.506303
11518,36069,2021-01-10,6.3583763
11519,36071,2021-01-10,4.5241519
11520,36073,2021-01-10,3.9307333
11521,36075,2021-01-10,1.841797
11522,36077,2021-01-10,5.8407377
11523,36079,2021-01-10,3.6246383
11524,36081,2021-01-10,3.3823795
11525,36083,2021-01-10,2.8009787
11526,36085,2021-01-10,4.6885017
11527,36087,2021-01-10,4.2477256
11528,36089,2021-01-10,4.2649891
11529,36091,2021-01-10,1.9229743
11530,36093,2021-01-10,6.3447926
11531,36095,2021-01-10,1.8355023
11532,36097,2021-01-10,0.0
11533,36099,2021-01-10,
11534,36101,2021-01-10,11.0172216
11535,36103,2021-01-10,5.3779534
11536,36105,2021-01-10,0.1884609
11537,36107,2021-01-10,
11538,36109,2021-01-10,1.9790615
11539,36111,2021-01-10,1.6077015
11540,36113,2021-01-10,6.0498508
11541,36115,2021-01-10,
11542,36117,2021-01-10,3.8377097
11543,36119,2021-01-10,4.4522583
11544,36121,2021-01-10,1.809922
11545,36123,2021-01-10,1.1530036
13061,6001,2021-01-11,3.3344044
13062,6003,2021-01-11,
13063,6005,2021-01-11,1.06921
13064,6007,2021-01-11,6.5806791
13065,6009,2021-01-11,2.776441
13066,6011,2021-01-11,7.9519701
13067,6013,2021-01-11,3.0993025
13068,6015,2021-01-11,0.0
13069,6017,2021-01-11,2.2214406
13070,6019,2021-01-11,6.622492
13071,6021,2021-01-11,18.688662
13072,6023,2021-01-11,2.0109246
13073,6025,2021-01-11,6.1020597
13074,6027,2021-01-11,2.3748832
13075,6029,2021-01-11,6.0543298
13076,6031,2021-01-11,4.4908331
13077,6033,2021-01-11,3.7664533
13078,6035,2021-01-11,9.5187329
13079,6037,2021-01-11,7.8676667
13080,6039,2021-01-11,1.1771876
13081,6041,2021-01-11,1.2768386
13082,6043,2021-01-11,0.0
13083,6045,2021-01-11,2.9879139
13084,6047,2021-01-11,2.9671101
13085,6049,2021-01-11,8.151155
13086,6051,2021-01-11,3.9316676
13087,6053,2021-01-11,4.8734527
13088,6055,2021-01-11,2.2064502
13089,6057,2021-01-11,1.0039556
13090,6059,2021-01-11,7.5153378
13091,6061,2021-01-11,6.1687909
13092,6063,2021-01-11,0.7531879
13093,6065,2021-01-11,6.1351045
13094,6067,2021-01-11,3.9123982
13095,6069,2021-01-11,3.1223168
13096,6071,2021-01-11,7.5305328
13097,6073,2021-01-11,4.5869615
13098,6075,2021-01-11,2.0605838
13099,6077,2021-01-11,6.6409104
13100,6079,2021-01-11,1.5184161
13101,6081,2021-01-11,2.6562897
13102,6083,2021-01-11,5.6530529
13103,6085,2021-01-11,4.29222
13104,6087,2021-01-11,4.0752061
13105,6089,2021-01-11,12.6078349
13106,6091,2021-01-11,
13107,6093,2021-01-11,1.3213749
13108,6095,2021-01-11,4.8265248
13109,6097,2021-01-11,2.099901
13110,6099,2021-01-11,5.5316529
13111,6101,2021-01-11,0.0
13112,6103,2021-01-11,1.9935409
13113,6105,2021-01-11,0.0
13114,6107,2021-01-11,6.0961485
13115,6109,2021-01-11,2.0964086
13116,6111,2021-01-11,5.552057
13117,6113,2021-01-11,0.8452008
13118,6115,2021-01-11,7.6632449
14703,36001,2021-01-11,9.0328372
14704,36003,2021-01-11,2.8203529
14705,36005,2021-01-11,4.2006551
14706,36007,2021-01-11,8.5222559
14707,36009,2021-01-11,4.1428063
14708,36011,2021-01-11,4.6974557
14709,36013,2021-01-11,3.6271967
14710,36015,2021-01-11,4.4955166
14711,36017,2021-01-11,1.8342454
14712,36019,2021-01-11,5.0139136
14713,36021,2021-01-11,4.0793016
14714,36023,2021-01-11,5.4510601
14715,36025,2021-01-11,0.6502669
14716,36027,2021-01-11,5.8449595
14717,36029,2021-01-11,13.6745492
14718,36031,2021-01-11,2.3234471
14719,36033,2021-01-11,1.1436577
14720,36035,2021-01-11,25.4271215
14721,36037,2021-01-11,6.7676297
14722,36039,2021-01-11,
14723,36041,2021-01-11,
14724,36043,2021-01-11,2.1096305
14725,36045,2021-01-11,5.1541964
14726,36047,2021-01-11,2.503863
14727,36049,2021-01-11,9.2739582
14728,36051,2021-01-11,2.0605056
14729,36053,2021-01-11,5.0674375
14730,36055,2021-01-11,8.3682008
14731,36057,2021-01-11,7.2634301
14732,36059,2021-01-11,4.8417765
14733,36061,2021-01-11,8.3304361
14734,36063,2021-01-11,3.3589896
14735,36065,2021-01-11,8.7971638
14736,36067,2021-01-11,7.0306468
14737,36069,2021-01-11,6.2286135
14738,36071,2021-01-11,4.2645694
14739,36073,2021-01-11,3.9307333
14740,36075,2021-01-11,1.5962241
14741,36077,2021-01-11,7.7876502
14742,36079,2021-01-11,3.4796527
14743,36081,2021-01-11,4.0947973
14744,36083,2021-01-11,3.8852285
14745,36085,2021-01-11,5.9808451
14746,36087,2021-01-11,4.3353076
14747,36089,2021-01-11,4.6648318
14748,36091,2021-01-11,2.4812572
14749,36093,2021-01-11,6.1608855
14750,36095,2021-01-11,1.8355023
14751,36097,2021-01-11,0.0
14752,36099,2021-01-11,
14753,36101,2021-01-11,10.8663007
14754,36103,2021-01-11,6.3178839
14755,36105,2021-01-11,0.1884609
14756,36107,2021-01-11,
14757,36109,2021-01-11,1.8377
14758,36111,2021-01-11,1.8488568
14759,36113,2021-01-11,6.946125
14760,36115,2021-01-11,
14761,36117,2021-01-11,3.8377097
14762,36119,2021-01-11,5.2214192
14763,36121,2021-01-11,1.0859532
14764,36123,2021-01-11,1.7295054
16280,6001,2021-01-12,3.205497
16281,6003,2021-01-12,
16282,6005,2021-01-12,1.06921
16283,6007,2021-01-12,6.2449302
16284,6009,2021-01-12,2.1594541
16285,6011,2021-01-12,5.9639776
16286,6013,2021-01-12,3.1240969
16287,6015,2021-01-12,0.0
16288,6017,2021-01-12,2.0733446
16289,6019,2021-01-12,6.5225837
16290,6021,2021-01-12,19.69886
16291,6023,2021-01-12,2.2226009
16292,6025,2021-01-12,5.547327
16293,6027,2021-01-12,1.5832555
16294,6029,2021-01-12,5.9592357
16295,6031,2021-01-12,4.7715102
16296,6033,2021-01-12,3.3233412
16297,6035,2021-01-12,8.0909229
16298,6037,2021-01-12,7.7915187
16299,6039,2021-01-12,1.2677404
16300,6041,2021-01-12,1.387868
16301,6043,2021-01-12,0.0
16302,6045,2021-01-12,3.1539091
16303,6047,2021-01-12,2.6090106
16304,6049,2021-01-12,4.890693
16305,6051,2021-01-12,1.9658338
16306,6053,2021-01-12,5.1386746
16307,6055,2021-01-12,2.4165883
16308,6057,2021-01-12,0.7171111
16309,6059,2021-01-12,7.1815232
16310,6061,2021-01-12,6.1333381
16311,6063,2021-01-12,1.5063757
16312,6065,2021-01-12,5.9744096
16313,6067,2021-01-12,3.8757481
16314,6069,2021-01-12,2.4532489
16315,6071,2021-01-12,7.1194205
16316,6073,2021-01-12,4.6469778
16317,6075,2021-01-12,2.2089458
16318,6077,2021-01-12,6.1758606
16319,6079,2021-01-12,1.3159606
16320,6081,2021-01-12,2.4490614
16321,6083,2021-01-12,5.6209333
16322,6085,2021-01-12,4.1349135
16323,6087,2021-01-12,4.4986041
16324,6089,2021-01-12,12.9270206
16325,6091,2021-01-12,
16326,6093,2021-01-12,1.9820623
16327,6095,2021-01-12,4.7625973
16328,6097,2021-01-12,2.099901
16329,6099,2021-01-12,5.1940403
16330,6101,2021-01-12,0.0
16331,6103,2021-01-12,1.5505318
16332,6105,2021-01-12,0.0
16333,6107,2021-01-12,6.0961485
16334,6109,2021-01-12,2.0964086
16335,6111,2021-01-12,5.5690358
16336,6113,2021-01-12,0.9752317
16337,6115,2021-01-12,7.6632449
17922,36001,2021-01-12,9.2210213
17923,36003,2021-01-12,2.1936078
17924,36005,2021-01-12,4.3739831
17925,36007,2021-01-12,9.2010197
17926,36009,2021-01-12,2.8246407
17927,36011,2021-01-12,4.8853539
17928,36013,2021-01-12,3.6271967
17929,36015,2021-01-12,4.4955166
17930,36017,2021-01-12,1.8342454
17931,36019,2021-01-12,4.4767086
17932,36021,2021-01-12,4.5592195
17933,36023,2021-01-12,6.3595701
17934,36025,2021-01-12,1.3005339
17935,36027,2021-01-12,5.9423755
17936,36029,2021-01-12,12.3039793
17937,36031,2021-01-12,2.3234471
17938,36033,2021-01-12,1.1436577
17939,36035,2021-01-12,26.5091267
17940,36037,2021-01-12,6.2663238
17941,36039,2021-01-12,
17942,36041,2021-01-12,
17943,36043,2021-01-12,2.1096305
17944,36045,2021-01-12,5.0220375
17945,36047,2021-01-12,2.5938895
17946,36049,2021-01-12,11.456066
17947,36051,2021-01-12,2.2894507
17948,36053,2021-01-12,4.86474
17949,36055,2021-01-12,8.2332299
17950,36057,2021-01-12,7.2634301
17951,36059,2021-01-12,4.6409167
17952,36061,2021-01-12,8.3570226
17953,36063,2021-01-12,3.4960912
17954,36065,2021-01-12,8.2316318
17955,36067,2021-01-12,6.3151385
17956,36069,2021-01-12,6.2286135
17957,36071,2021-01-12,4.0791534
17958,36073,2021-01-12,3.2160545
17959,36075,2021-01-12,1.5962241
17960,36077,2021-01-12,9.2478347
17961,36079,2021-01-12,4.3495659
17962,36081,2021-01-12,4.0306155
17963,36083,2021-01-12,3.7948744
17964,36085,2021-01-12,6.0108996
17965,36087,2021-01-12,4.0725617
17966,36089,2021-01-12,5.0646746
17967,36091,2021-01-12,2.3571943
17968,36093,2021-01-12,6.4367461
17969,36095,2021-01-12,2.2943779
17970,36097,2021-01-12,0.0
17971,36099,2021-01-12,
17972,36101,2021-01-12,10.2626174
17973,36103,2021-01-12,6.2694339
17974,36105,2021-01-12,0.1884609
17975,36107,2021-01-12,
17976,36109,2021-01-12,2.6858692
17977,36111,2021-01-12,1.6077015
17978,36113,2021-01-12,6.2739193
17979,36115,2021-01-12,
17980,36117,2021-01-12,3.3579959
17981,36119,2021-01-12,5.162253
17982,36121,2021-01-12,1.0859532
17983,36123,2021-01-12,2.3060071
19499,6001,2021-01-13,3.2140908
19500,6003,2021-01-13,
19501,6005,2021-01-13,1.06921
19502,6007,2021-01-13,5.8420315
19503,6009,2021-01-13,1.8509606
19504,6011,2021-01-13,5.3013134
19505,6013,2021-01-13,3.0497137
19506,6015,2021-01-13,0.0
19507,6017,2021-01-13,1.8512005
19508,6019,2021-01-13,6.7652181
19509,6021,2021-01-13,19.69886
19510,6023,2021-01-13,1.9050865
19511,6025,2021-01-13,5.8643171
19512,6027,2021-01-13,2.3748832
19513,6029,2021-01-13,5.5154628
19514,6031,2021-01-13,4.5843921
19515,6033,2021-01-13,3.3233412
19516,6035,2021-01-13,7.1390496
19517,6037,2021-01-13,7.6521535
19518,6039,2021-01-13,1.629952
19519,6041,2021-01-13,1.387868
19520,6043,2021-01-13,0.0
19521,6045,2021-01-13,2.9879139
19522,6047,2021-01-13,2.6090106
19523,6049,2021-01-13,3.260462
19524,6051,2021-01-13,1.9658338
19525,6053,2021-01-13,5.2712856
19526,6055,2021-01-13,2.1013811
19527,6057,2021-01-13,0.7171111
19528,6059,2021-01-13,6.9334179
19529,6061,2021-01-13,5.6724514
19530,6063,2021-01-13,1.5063757
19531,6065,2021-01-13,5.7448453
19532,6067,2021-01-13,3.7108226
19533,6069,2021-01-13,2.2302263
19534,6071,2021-01-13,7.0084854
19535,6073,2021-01-13,4.5055108
