,geo_value,time_value,children cant covid
31616,6097,2021-10-06,4.2658246
31617,6099,2021-10-06,9.444223
31618,6111,2021-10-06,2.9107541
31722,36000,2021-10-06,4.4957382
31723,36005,2021-10-06,11.9413338
31724,36029,2021-10-06,4.2144912
31725,36047,2021-10-06,7.2416062
31726,36055,2021-10-06,4.8739481
31727,36059,2021-10-06,13.1717992
31728,36061,2021-10-06,3.6180391
31729,36067,2021-10-06,4.0654539
31730,36081,2021-10-06,11.8890558
31731,36103,2021-10-06,8.7937418
31732,36119,2021-10-06,4.734748
31821,6000,2021-10-07,5.091933
31822,6001,2021-10-07,9.9784628
31823,6013,2021-10-07,10.9564327
31824,6019,2021-10-07,4.8966463
31825,6029,2021-10-07,9.5932883
31826,6037,2021-10-07,8.3280395
31827,6059,2021-10-07,5.1666191
31828,6065,2021-10-07,8.1859374
31829,6067,2021-10-07,5.929634
31830,6071,2021-10-07,7.8396981
31831,6073,2021-10-07,3.4410118
31832,6075,2021-10-07,4.9496348
31833,6077,2021-10-07,7.9037883
31834,6081,2021-10-07,9.2437729
31835,6085,2021-10-07,5.327243
31836,6095,2021-10-07,5.0609266
31837,6097,2021-10-07,4.0851334
31838,6099,2021-10-07,8.473372
31839,6111,2021-10-07,9.7374949
31942,36000,2021-10-07,4.137631
31943,36005,2021-10-07,11.2528382
31944,36029,2021-10-07,3.807819
31945,36047,2021-10-07,9.1568129
31946,36055,2021-10-07,3.5334534
31947,36059,2021-10-07,15.3231315
31948,36061,2021-10-07,3.3723162
31949,36067,2021-10-07,3.4443173
31950,36081,2021-10-07,12.7635149
31951,36103,2021-10-07,8.2852114
31952,36119,2021-10-07,3.5575814
32044,6000,2021-10-08,5.8576634
32045,6001,2021-10-08,8.2486351
32046,6013,2021-10-08,8.2373737
32047,6019,2021-10-08,4.8582842
32048,6029,2021-10-08,11.1279498
32049,6037,2021-10-08,9.297701
32050,6059,2021-10-08,5.9791407
32051,6065,2021-10-08,7.4776751
32052,6067,2021-10-08,8.2323696
32053,6071,2021-10-08,9.4314931
32054,6073,2021-10-08,4.0465722
32055,6075,2021-10-08,5.4372609
32056,6077,2021-10-08,7.1434154
32057,6081,2021-10-08,9.1471451
32058,6085,2021-10-08,5.4118628
32059,6095,2021-10-08,5.4181634
32060,6097,2021-10-08,4.1783136
32061,6099,2021-10-08,6.7255475
32062,6111,2021-10-08,9.3188887
32159,36000,2021-10-08,3.9731098
32160,36005,2021-10-08,10.4953178
32161,36029,2021-10-08,4.4586997
32162,36047,2021-10-08,6.9767464
32163,36055,2021-10-08,4.6169317
32164,36059,2021-10-08,17.7943978
32165,36061,2021-10-08,4.8038193
32166,36067,2021-10-08,1.5712235
32167,36081,2021-10-08,11.6673809
32168,36103,2021-10-08,7.4843878
32169,36119,2021-10-08,5.0309761
32257,6000,2021-10-09,6.5214575
32258,6001,2021-10-09,7.9654996
32259,6013,2021-10-09,6.7120834
32260,6019,2021-10-09,4.3422705
32261,6029,2021-10-09,9.9995634
32262,6037,2021-10-09,9.3324631
32263,6059,2021-10-09,5.388593
32264,6065,2021-10-09,8.1044595
32265,6067,2021-10-09,9.9781333
32266,6071,2021-10-09,10.2373064
32267,6073,2021-10-09,4.1617521
32268,6075,2021-10-09,6.0100823
32269,6077,2021-10-09,6.9512098
32270,6081,2021-10-09,8.6622672
32271,6085,2021-10-09,6.0996468
32272,6095,2021-10-09,4.3845547
32273,6097,2021-10-09,3.1109476
32274,6099,2021-10-09,7.486214
32275,6111,2021-10-09,8.9042734
32374,36000,2021-10-09,3.8502784
32375,36005,2021-10-09,9.3240248
32376,36029,2021-10-09,5.2097957
32377,36047,2021-10-09,7.420775
32378,36055,2021-10-09,4.6404113
32379,36059,2021-10-09,16.9945868
32380,36061,2021-10-09,6.192188
32381,36067,2021-10-09,2.0902689
32382,36081,2021-10-09,12.47697
32383,36103,2021-10-09,5.9499169
32384,36119,2021-10-09,5.2806006
32467,6000,2021-10-10,5.8206677
32468,6001,2021-10-10,8.2649511
32469,6013,2021-10-10,5.1277348
32470,6019,2021-10-10,5.3480308
32471,6029,2021-10-10,11.7776468
32472,6037,2021-10-10,9.5847377
32473,6059,2021-10-10,5.0318741
32474,6065,2021-10-10,7.3328884
32475,6067,2021-10-10,12.211124
32476,6071,2021-10-10,11.5332221
32477,6073,2021-10-10,4.7996023
32478,6075,2021-10-10,5.3027436
32479,6077,2021-10-10,7.2354773
32480,6081,2021-10-10,9.1033357
32481,6085,2021-10-10,8.4482723
32482,6097,2021-10-10,3.0726477
32483,6099,2021-10-10,6.8413702
32484,6111,2021-10-10,9.2540651
32581,36000,2021-10-10,3.7320756
32582,36005,2021-10-10,10.052793
32583,36029,2021-10-10,4.7155148
32584,36047,2021-10-10,7.7521417
32585,36055,2021-10-10,5.3285506
32586,36059,2021-10-10,15.7515064
32587,36061,2021-10-10,9.2801952
32588,36067,2021-10-10,1.853848
32589,36081,2021-10-10,11.423213
32590,36103,2021-10-10,4.2005688
32591,36119,2021-10-10,4.4899061
32674,6000,2021-10-11,6.2673511
32675,6001,2021-10-11,3.6979163
32676,6013,2021-10-11,5.8299022
32677,6019,2021-10-11,6.3989673
32678,6029,2021-10-11,12.2416501
32679,6037,2021-10-11,9.6451234
32680,6059,2021-10-11,6.3763612
32681,6065,2021-10-11,4.7524459
32682,6067,2021-10-11,11.1823289
32683,6071,2021-10-11,9.7264599
32684,6073,2021-10-11,6.8612646
32685,6075,2021-10-11,4.6728582
32686,6077,2021-10-11,6.1023139
32687,6081,2021-10-11,7.9806694
32688,6085,2021-10-11,6.7464225
32689,6095,2021-10-11,3.5602593
32690,6097,2021-10-11,3.212025
32691,6099,2021-10-11,5.8782209
32692,6111,2021-10-11,9.6792486
32793,36000,2021-10-11,3.9995587
32794,36005,2021-10-11,9.9140334
32795,36029,2021-10-11,4.8155989
32796,36047,2021-10-11,7.793364
32797,36055,2021-10-11,5.3037163
32798,36059,2021-10-11,10.5815832
32799,36061,2021-10-11,10.2452277
32800,36067,2021-10-11,1.9362022
32801,36081,2021-10-11,13.0364049
32802,36103,2021-10-11,3.3464211
32803,36119,2021-10-11,6.2408435
32888,6000,2021-10-12,6.121397
32889,6001,2021-10-12,3.8553976
32890,6013,2021-10-12,4.9971761
32891,6019,2021-10-12,6.7780056
32892,6029,2021-10-12,13.2913431
32893,6037,2021-10-12,8.7561822
32894,6059,2021-10-12,7.3050172
32895,6065,2021-10-12,5.9615272
32896,6067,2021-10-12,9.5100232
32897,6071,2021-10-12,10.1244231
32898,6073,2021-10-12,6.4861955
32899,6075,2021-10-12,5.0473462
32900,6077,2021-10-12,6.0452996
32901,6081,2021-10-12,11.0136485
32902,6085,2021-10-12,8.5797946
32903,6097,2021-10-12,5.6871064
32904,6099,2021-10-12,9.4346532
32905,6111,2021-10-12,8.8732153
33000,36000,2021-10-12,3.990253
33001,36005,2021-10-12,11.4908275
33002,36029,2021-10-12,4.0598131
33003,36047,2021-10-12,10.0707084
33004,36055,2021-10-12,5.4957874
33005,36059,2021-10-12,9.6917841
33006,36061,2021-10-12,10.7669044
33007,36067,2021-10-12,2.4914378
33008,36081,2021-10-12,12.8353192
33009,36103,2021-10-12,2.3130746
33010,36119,2021-10-12,5.8127484
33090,6000,2021-10-13,5.8691927
33091,6001,2021-10-13,3.9458629
33092,6013,2021-10-13,4.8201506
33093,6019,2021-10-13,12.5105116
33094,6029,2021-10-13,14.5927144
33095,6037,2021-10-13,9.5748229
33096,6059,2021-10-13,8.4679427
33097,6065,2021-10-13,5.5549257
33098,6067,2021-10-13,9.7023564
33099,6071,2021-10-13,10.9684379
33100,6073,2021-10-13,6.1039958
33101,6075,2021-10-13,5.1471466
33102,6077,2021-10-13,6.9330797
33103,6081,2021-10-13,12.1086443
33104,6085,2021-10-13,8.5003678
33105,6097,2021-10-13,6.7325397
33106,6099,2021-10-13,8.7771496
33107,6111,2021-10-13,7.9817572
33198,36000,2021-10-13,3.7698638
33199,36005,2021-10-13,11.5741949
33200,36029,2021-10-13,3.6286437
33201,36047,2021-10-13,8.7640976
33202,36055,2021-10-13,4.7043451
33203,36059,2021-10-13,7.8936006
33204,36061,2021-10-13,10.7487898
33205,36067,2021-10-13,5.2176863
33206,36081,2021-10-13,11.3316117
33207,36103,2021-10-13,4.2635697
33208,36119,2021-10-13,4.8952478
33286,6000,2021-10-14,6.6079133
33287,6001,2021-10-14,2.7786005
33288,6013,2021-10-14,4.5871844
33289,6019,2021-10-14,11.5874276
33290,6029,2021-10-14,11.1494716
33291,6037,2021-10-14,10.4182193
33292,6059,2021-10-14,8.3854331
33293,6065,2021-10-14,7.0224784
33294,6067,2021-10-14,9.4120325
33295,6071,2021-10-14,10.8411688
33296,6073,2021-10-14,6.6318424
33297,6075,2021-10-14,4.9086867
33298,6077,2021-10-14,7.2511297
33299,6081,2021-10-14,10.2184106
33300,6085,2021-10-14,7.6918783
33301,6097,2021-10-14,6.4666176
33302,6099,2021-10-14,12.0822435
33303,6111,2021-10-14,2.6935948
33389,36000,2021-10-14,3.8546391
33390,36005,2021-10-14,14.3078595
33391,36029,2021-10-14,4.3775577
33392,36047,2021-10-14,8.3521725
33393,36055,2021-10-14,4.7776036
33394,36059,2021-10-14,6.6895138
33395,36061,2021-10-14,10.6782963
33396,36067,2021-10-14,5.7280907
33397,36081,2021-10-14,11.1555794
33398,36103,2021-10-14,4.5390709
33399,36119,2021-10-14,5.1120359
33474,6000,2021-10-15,6.0902778
33475,6001,2021-10-15,7.25306
33476,6013,2021-10-15,5.4040289
33477,6019,2021-10-15,12.530816
33478,6029,2021-10-15,10.697069
33479,6037,2021-10-15,9.4877347
33480,6059,2021-10-15,7.550976
33481,6065,2021-10-15,7.3352814
33482,6067,2021-10-15,6.9563644
33483,6071,2021-10-15,9.5741437
33484,6073,2021-10-15,6.9642181
33485,6075,2021-10-15,5.6646683
33486,6077,2021-10-15,6.6391966
33487,6081,2021-10-15,11.4773956
33488,6085,2021-10-15,7.1957522
33489,6097,2021-10-15,6.8641195
33490,6099,2021-10-15,13.6443234
33491,6111,2021-10-15,2.8188575
33576,36000,2021-10-15,3.1377209
33577,36005,2021-10-15,14.0329832
33578,36029,2021-10-15,3.7951154
33579,36047,2021-10-15,8.7848426
33580,36055,2021-10-15,5.5882564
33581,36059,2021-10-15,3.073989
33582,36061,2021-10-15,9.4644974
33583,36067,2021-10-15,6.94284
33584,36081,2021-10-15,11.721264
33585,36103,2021-10-15,5.2304541
33586,36119,2021-10-15,4.2030529
33661,6000,2021-10-16,6.3188976
33662,6001,2021-10-16,7.3898499
33663,6013,2021-10-16,4.9146851
33664,6019,2021-10-16,13.6553152
33665,6029,2021-10-16,13.4453435
33666,6037,2021-10-16,9.4192247
33667,6059,2021-10-16,7.6721118
33668,6065,2021-10-16,6.6335279
33669,6067,2021-10-16,7.4251646
33670,6071,2021-10-16,9.5750172
33671,6073,2021-10-16,7.2714045
33672,6075,2021-10-16,11.8162829
33673,6077,2021-10-16,7.472943
33674,6081,2021-10-16,10.7560424
33675,6085,2021-10-16,10.9047404
33676,6097,2021-10-16,7.5508523
33677,6111,2021-10-16,4.727048
33761,36000,2021-10-16,3.5249443
33762,36005,2021-10-16,13.5239098
33763,36029,2021-10-16,4.2127483
33764,36047,2021-10-16,8.7818142
33765,36055,2021-10-16,7.1046452
33766,36059,2021-10-16,4.3358407
33767,36061,2021-10-16,7.9173536
33768,36067,2021-10-16,7.0123261
33769,36081,2021-10-16,10.5517305
33770,36103,2021-10-16,6.4583027
33771,36119,2021-10-16,3.5935034
33843,6000,2021-10-17,6.7273108
33844,6001,2021-10-17,7.685854
33845,6013,2021-10-17,5.5330715
33846,6019,2021-10-17,12.4588268
33847,6029,2021-10-17,14.3658618
33848,6037,2021-10-17,8.4990702
33849,6059,2021-10-17,8.1048642
33850,6065,2021-10-17,7.4943214
33851,6067,2021-10-17,7.4516738
33852,6071,2021-10-17,9.5110094
33853,6073,2021-10-17,6.1258389
33854,6075,2021-10-17,11.651576
33855,6077,2021-10-17,7.6392117
33856,6081,2021-10-17,9.2182094
33857,6085,2021-10-17,8.702904
33858,6097,2021-10-17,7.0600835
33859,6111,2021-10-17,3.945036
33941,36000,2021-10-17,3.4040757
33942,36005,2021-10-17,12.6345413
33943,36029,2021-10-17,3.6610778
33944,36047,2021-10-17,8.2962869
33945,36055,2021-10-17,6.7165005
33946,36059,2021-10-17,5.4902065
33947,36061,2021-10-17,4.9545223
33948,36067,2021-10-17,12.0061442
33949,36081,2021-10-17,14.1297068
33950,36103,2021-10-17,6.3644736
33951,36119,2021-10-17,3.995558
34023,6000,2021-10-18,6.9176258
34024,6001,2021-10-18,8.6446389
34025,6013,2021-10-18,2.9575223
34026,6019,2021-10-18,11.970124
34027,6029,2021-10-18,11.8803408
34028,6037,2021-10-18,7.8432005
34029,6059,2021-10-18,7.7201526
34030,6065,2021-10-18,7.4239189
34031,6067,2021-10-18,8.2509097
34032,6071,2021-10-18,10.245128
34033,6073,2021-10-18,7.0933275
34034,6075,2021-10-18,11.2302949
34035,6077,2021-10-18,8.0949861
34036,6081,2021-10-18,9.0014979
34037,6085,2021-10-18,8.6883848
34038,6097,2021-10-18,5.7845607
34039,6111,2021-10-18,4.9537267
34119,36000,2021-10-18,3.7986662
34120,36005,2021-10-18,10.3776396
34121,36029,2021-10-18,3.8645795
34122,36047,2021-10-18,9.072126
34123,36055,2021-10-18,6.2741852
34124,36061,2021-10-18,2.8238924
34125,36067,2021-10-18,11.6013477
34126,36081,2021-10-18,11.2965474
34127,36103,2021-10-18,6.3958569
34128,36119,2021-10-18,3.0713636
34195,6000,2021-10-19,6.8823723
34196,6001,2021-10-19,7.804858
34197,6013,2021-10-19,4.576488
34198,6019,2021-10-19,12.6365773
34199,6029,2021-10-19,10.7157442
34200,6037,2021-10-19,8.3527207
34201,6059,2021-10-19,7.376322
34202,6065,2021-10-19,6.042692
34203,6067,2021-10-19,8.1911271
34204,6071,2021-10-19,8.9720738
34205,6073,2021-10-19,7.4975229
34206,6075,2021-10-19,9.8502013
34207,6077,2021-10-19,6.1098922
34208,6081,2021-10-19,5.1393893
34209,6085,2021-10-19,7.2064976
34210,6111,2021-10-19,5.1010041
34291,36000,2021-10-19,3.7778412
34292,36005,2021-10-19,9.9517192
34293,36029,2021-10-19,4.8459405
34294,36047,2021-10-19,9.0172071
34295,36055,2021-10-19,5.7736816
34296,36059,2021-10-19,4.9794468
34297,36061,2021-10-19,3.461796
34298,36067,2021-10-19,11.8476899
34299,36081,2021-10-19,13.6067087
34300,36103,2021-10-19,5.8313929
34301,36119,2021-10-19,6.4671098
34369,6000,2021-10-20,7.224698
34370,6001,2021-10-20,8.7151324
34371,6013,2021-10-20,4.3208301
34372,6019,2021-10-20,9.8820848
34373,6029,2021-10-20,9.2530114
34374,6037,2021-10-20,8.2341199
34375,6059,2021-10-20,6.6665208
34376,6065,2021-10-20,6.8074309
34377,6067,2021-10-20,6.3248638
34378,6071,2021-10-20,7.784443
34379,6073,2021-10-20,7.7314831
34380,6075,2021-10-20,10.3070777
34381,6077,2021-10-20,4.800383
34382,6081,2021-10-20,4.6718891
34383,6085,2021-10-20,6.8805218
34384,6097,2021-10-20,1.9696579
34385,6111,2021-10-20,5.4818143
34465,36000,2021-10-20,4.4672478
34466,36005,2021-10-20,10.4491854
34467,36029,2021-10-20,5.0425446
34468,36047,2021-10-20,11.7538001
34469,36055,2021-10-20,6.5323082
34470,36061,2021-10-20,3.8049809
34471,36067,2021-10-20,7.1652587
34472,36081,2021-10-20,13.4541499
34473,36103,2021-10-20,8.9200639
34474,36119,2021-10-20,5.8433078
34544,6000,2021-10-21,6.5883477
34545,6001,2021-10-21,8.752395
34546,6013,2021-10-21,4.2423344
34547,6019,2021-10-21,10.1069305
34548,6029,2021-10-21,8.9880397
34549,6037,2021-10-21,8.0083027
34550,6059,2021-10-21,7.2741152
34551,6065,2021-10-21,6.5501702
34552,6067,2021-10-21,6.4966993
34553,6071,2021-10-21,7.5019001
34554,6073,2021-10-21,6.9965935
34555,6075,2021-10-21,10.5208334
34556,6077,2021-10-21,4.7398839
34557,6081,2021-10-21,4.3643366
34558,6085,2021-10-21,6.6059212
34559,6097,2021-10-21,1.7434191
34560,6111,2021-10-21,5.865318
34640,36000,2021-10-21,4.492009
34641,36005,2021-10-21,11.0395456
34642,36029,2021-10-21,5.4551827
34643,36047,2021-10-21,11.1282517
34644,36055,2021-10-21,6.4653805
34645,36061,2021-10-21,4.2693488
34646,36067,2021-10-21,6.1620838
34647,36081,2021-10-21,12.7390943
34648,36103,2021-10-21,12.5457858
34649,36119,2021-10-21,7.043253
34721,6000,2021-10-22,6.3152584
34722,6001,2021-10-22,4.844699
34723,6013,2021-10-22,3.6095457
34724,6019,2021-10-22,12.2730231
34725,6029,2021-10-22,9.3336706
34726,6037,2021-10-22,7.9706938
34727,6059,2021-10-22,6.7724742
34728,6065,2021-10-22,6.8562154
34729,6067,2021-10-22,7.3687417
34730,6071,2021-10-22,7.8221763
34731,6073,2021-10-22,6.0807649
34732,6075,2021-10-22,10.2300586
34733,6077,2021-10-22,3.6696243
34734,6081,2021-10-22,2.9309939
34735,6085,2021-10-22,7.8162986
34736,6097,2021-10-22,0.4393893
34737,6111,2021-10-22,8.0819156
34817,36000,2021-10-22,4.4531909
34818,36005,2021-10-22,12.6341369
34819,36029,2021-10-22,6.6854943
34820,36047,2021-10-22,11.042445
34821,36055,2021-10-22,5.0916358
34822,36059,2021-10-22,5.7756866
34823,36061,2021-10-22,4.790641
34824,36067,2021-10-22,5.577183
34825,36081,2021-10-22,11.7370097
34826,36103,2021-10-22,14.796116
34827,36119,2021-10-22,9.0317956
34898,6000,2021-10-23,6.4860381
34899,6001,2021-10-23,3.911476
34900,6013,2021-10-23,4.5059539
34901,6019,2021-10-23,12.0355802
34902,6029,2021-10-23,6.6043553
34903,6037,2021-10-23,8.0193658
34904,6059,2021-10-23,8.8594853
34905,6065,2021-10-23,6.8601456
34906,6067,2021-10-23,6.0568361
34907,6071,2021-10-23,8.2614875
34908,6073,2021-10-23,5.774226
34909,6075,2021-10-23,4.0268065
34910,6077,2021-10-23,3.3576919
34911,6081,2021-10-23,3.1265494
34912,6085,2021-10-23,4.1460133
34913,6097,2021-10-23,2.1611906
34914,6111,2021-10-23,6.7754193
34999,36000,2021-10-23,4.3185812
35000,36005,2021-10-23,13.2298689
35001,36029,2021-10-23,6.1387911
35002,36047,2021-10-23,11.1449519
35003,36055,2021-10-23,3.5751568
35004,36059,2021-10-23,4.0509887
35005,36061,2021-10-23,4.5736752
35006,36067,2021-10-23,5.469245
35007,36081,2021-10-23,11.3642662
35008,36103,2021-10-23,13.8209552
35009,36119,2021-10-23,10.3536563
35083,6000,2021-10-24,6.092927
35084,6001,2021-10-24,5.6784157
35085,6013,2021-10-24,4.2172516
35086,6019,2021-10-24,12.9058115
35087,6029,2021-10-24,3.8810353
35088,6037,2021-10-24,8.0227936
35089,6059,2021-10-24,7.6386311
35090,6065,2021-10-24,6.0244037
35091,6067,2021-10-24,9.0162005
35092,6071,2021-10-24,7.8154056
35093,6073,2021-10-24,7.2724154
35094,6075,2021-10-24,4.7064238
35095,6077,2021-10-24,2.2817846
35096,6081,2021-10-24,4.5047642
35097,6085,2021-10-24,4.7709397
35098,6097,2021-10-24,2.2828297
35099,6111,2021-10-24,6.9821711
35187,36000,2021-10-24,4.4015338
35188,36005,2021-10-24,12.0854271
35189,36029,2021-10-24,6.4237404
35190,36047,2021-10-24,11.5700244
35191,36055,2021-10-24,2.8296197
35192,36059,2021-10-24,3.0055248
35193,36061,2021-10-24,4.8982582
35194,36067,2021-10-24,1.6685807
35195,36081,2021-10-24,7.5850319
35196,36103,2021-10-24,13.8836517
35197,36119,2021-10-24,11.1500378
35275,6000,2021-10-25,6.0496112
35276,6001,2021-10-25,6.4869762
35277,6013,2021-10-25,4.5429458
35278,6019,2021-10-25,12.241767
35279,6029,2021-10-25,3.3594883
35280,6037,2021-10-25,8.6664693
35281,6059,2021-10-25,7.6408862
35282,6065,2021-10-25,5.583337
35283,6067,2021-10-25,7.8573286
35284,6071,2021-10-25,8.1635572
35285,6073,2021-10-25,3.8639443
35286,6075,2021-10-25,5.2143161
35287,6077,2021-10-25,1.6957659
35288,6081,2021-10-25,4.2881861
35289,6085,2021-10-25,4.3713385
35290,6097,2021-10-25,2.2836333
35291,6099,2021-10-25,4.1633333
35292,6111,2021-10-25,5.750638
35387,36000,2021-10-25,3.5628181
35388,36005,2021-10-25,13.9653267
35389,36029,2021-10-25,5.9974271
35390,36047,2021-10-25,10.520799
35391,36055,2021-10-25,3.5102764
35392,36059,2021-10-25,5.7367542
35393,36061,2021-10-25,5.088895
35394,36067,2021-10-25,1.7717682
35395,36081,2021-10-25,8.7043121
35396,36103,2021-10-25,14.2907059
35397,36119,2021-10-25,11.2441474
35479,6000,2021-10-26,5.5250208
35480,6001,2021-10-26,7.3810892
35481,6013,2021-10-26,4.0950706
35482,6019,2021-10-26,10.4506797
35483,6029,2021-10-26,3.8574417
35484,6037,2021-10-26,8.4443949
35485,6059,2021-10-26,6.9019452
35486,6065,2021-10-26,5.7632252
35487,6067,2021-10-26,9.0642416
35488,6071,2021-10-26,9.2053437
35489,6073,2021-10-26,4.059233
35490,6075,2021-10-26,6.8718706
35491,6077,2021-10-26,1.8959324
35492,6081,2021-10-26,5.7670989
35493,6085,2021-10-26,4.7294934
35494,6097,2021-10-26,2.4792967
35495,6099,2021-10-26,4.0511223
35496,6111,2021-10-26,6.3160501
35593,36000,2021-10-26,3.7981364
35594,36005,2021-10-26,13.1767543
35595,36029,2021-10-26,4.5649064
35596,36047,2021-10-26,7.8028315
35597,36055,2021-10-26,3.4975996
35598,36059,2021-10-26,7.6459069
35599,36061,2021-10-26,3.4944691
35600,36067,2021-10-26,1.3507488
35601,36081,2021-10-26,4.7777979
35602,36103,2021-10-26,14.0239761
35603,36119,2021-10-26,8.9246641
35686,6000,2021-10-27,4.7855596
35687,6001,2021-10-27,6.2097439
35688,6013,2021-10-27,4.698797
35689,6019,2021-10-27,10.8619419
35690,6029,2021-10-27,5.6982534
35691,6037,2021-10-27,8.6890917
35692,6059,2021-10-27,6.1364673
35693,6065,2021-10-27,5.2163119
35694,6067,2021-10-27,9.4087675
35695,6071,2021-10-27,8.8213269
35696,6073,2021-10-27,4.4744107
35697,6075,2021-10-27,6.5727552
35698,6077,2021-10-27,1.6530429
35699,6081,2021-10-27,5.30285
35700,6085,2021-10-27,5.8998901
35701,6095,2021-10-27,10.351594
35702,6097,2021-10-27,4.257906
35703,6099,2021-10-27,4.2951874
35704,6111,2021-10-27,6.1223364
35806,36000,2021-10-27,4.5276123
35807,36005,2021-10-27,11.7454875
35808,36029,2021-10-27,4.8327694
35809,36047,2021-10-27,4.9264205
35810,36055,2021-10-27,2.8072917
35811,36059,2021-10-27,6.5152719
35812,36061,2021-10-27,7.5130873
35813,36067,2021-10-27,1.7730882
35814,36081,2021-10-27,4.5527814
35815,36103,2021-10-27,10.1211737
35816,36119,2021-10-27,9.0348163
35902,6000,2021-10-28,4.4661052
35903,6001,2021-10-28,6.562409
35904,6013,2021-10-28,4.8297994
35905,6019,2021-10-28,10.0963729
35906,6029,2021-10-28,7.248125
35907,6037,2021-10-28,8.1125907
35908,6059,2021-10-28,6.9917082
35909,6065,2021-10-28,4.8043518
35910,6067,2021-10-28,9.2217609
35911,6071,2021-10-28,8.0506891
35912,6073,2021-10-28,4.6496217
35913,6075,2021-10-28,7.4416207
35914,6077,2021-10-28,1.0092908
35915,6081,2021-10-28,7.6553407
35916,6085,2021-10-28,7.4468025
35917,6095,2021-10-28,9.1028712
35918,6097,2021-10-28,5.4945325
35919,6099,2021-10-28,4.0437223
35920,6111,2021-10-28,5.4552961
36026,36000,2021-10-28,4.1575167
36027,36005,2021-10-28,10.1323516
36028,36029,2021-10-28,4.5656687
36029,36047,2021-10-28,6.3684604
36030,36055,2021-10-28,4.3088459
36031,36059,2021-10-28,6.4532154
36032,36061,2021-10-28,8.8464758
36033,36067,2021-10-28,1.8081212
36034,36081,2021-10-28,5.9666571
36035,36103,2021-10-28,5.1646956
36036,36119,2021-10-28,7.7186023
36126,6000,2021-10-29,5.3677666
36127,6001,2021-10-29,6.6539049
36128,6013,2021-10-29,7.0320401
36129,6019,2021-10-29,6.7711025
36130,6029,2021-10-29,5.5811568
36131,6037,2021-10-29,8.2619064
36132,6059,2021-10-29,9.3247835
36133,6065,2021-10-29,4.0301573
36134,6067,2021-10-29,10.9286717
36135,6071,2021-10-29,7.9420216
36136,6073,2021-10-29,5.281154
36137,6075,2021-10-29,7.0412376
36138,6077,2021-10-29,2.5711084
36139,6081,2021-10-29,7.1752985
36140,6085,2021-10-29,7.8054359
36141,6095,2021-10-29,7.7528899
36142,6097,2021-10-29,5.8796359
36143,6099,2021-10-29,3.9099726
36144,6111,2021-10-29,2.2092035
36251,36000,2021-10-29,4.7088583
36252,36005,2021-10-29,11.4617354
36253,36029,2021-10-29,3.3951959
36254,36047,2021-10-29,6.999383
36255,36055,2021-10-29,4.3005517
36256,36059,2021-10-29,6.8928368
36257,36061,2021-10-29,7.636514
36258,36067,2021-10-29,1.8304495
36259,36081,2021-10-29,5.7772976
36260,36103,2021-10-29,4.7769652
36261,36119,2021-10-29,5.2276138
36353,6000,2021-10-30,5.0099798
36354,6001,2021-10-30,6.591296
36355,6013,2021-10-30,7.0180271
36356,6019,2021-10-30,8.7020657
36357,6029,2021-10-30,6.5643978
36358,6037,2021-10-30,8.5055075
36359,6059,2021-10-30,7.0402226
36360,6065,2021-10-30,5.6689278
36361,6067,2021-10-30,9.9453576
36362,6071,2021-10-30,9.2814946
36363,6073,2021-10-30,4.9483909
36364,6075,2021-10-30,6.6792393
36365,6077,2021-10-30,3.3020093
36366,6081,2021-10-30,7.6271223
36367,6085,2021-10-30,8.0667923
36368,6095,2021-10-30,3.7196951
36369,6097,2021-10-30,3.9837199
36370,6099,2021-10-30,2.9954126
36371,6111,2021-10-30,1.8411143
36477,36000,2021-10-30,4.4587472
36478,36005,2021-10-30,12.4060886
36479,36029,2021-10-30,3.0012524
36480,36047,2021-10-30,8.5009223
36481,36055,2021-10-30,4.1383715
36482,36059,2021-10-30,6.2912182
36483,36061,2021-10-30,8.4995791
36484,36067,2021-10-30,2.0777742
36485,36081,2021-10-30,5.3803566
36486,36103,2021-10-30,4.4723535
36487,36119,2021-10-30,4.4504741
36582,6000,2021-10-31,5.1511696
36583,6001,2021-10-31,5.7509722
36584,6013,2021-10-31,6.9289859
36585,6019,2021-10-31,8.2765275
36586,6029,2021-10-31,7.0521062
36587,6037,2021-10-31,9.991681
36588,6059,2021-10-31,7.2991119
36589,6065,2021-10-31,5.3961687
36590,6067,2021-10-31,6.072194
36591,6071,2021-10-31,8.2328327
36592,6073,2021-10-31,4.0906223
36593,6075,2021-10-31,5.8133045
36594,6077,2021-10-31,2.7913005
36595,6081,2021-10-31,6.9082566
36596,6085,2021-10-31,7.8155896
36597,6095,2021-10-31,4.2522867
36598,6097,2021-10-31,4.0668889
36599,6099,2021-10-31,4.0057875
36600,6111,2021-10-31,2.9077103
36707,36000,2021-10-31,4.2090747
36708,36005,2021-10-31,13.1247657
36709,36029,2021-10-31,2.855232
36710,36047,2021-10-31,6.8915351
36711,36055,2021-10-31,4.6811954
36712,36059,2021-10-31,7.9538229
36713,36061,2021-10-31,8.406228
36714,36067,2021-10-31,2.0152858
36715,36081,2021-10-31,7.0832793
36716,36103,2021-10-31,6.3244636
36717,36119,2021-10-31,3.628477
36809,6000,2021-11-01,5.0016756
36810,6001,2021-11-01,4.1737474
36811,6013,2021-11-01,7.6384079
36812,6019,2021-11-01,9.0359715
36813,6029,2021-11-01,9.6466616
