,geo_value,time_value,children cant covid
10074,36067,2021-07-12,6.1975815
10075,36081,2021-07-12,13.5019348
10076,36103,2021-07-12,5.1445721
10077,36119,2021-07-12,7.3975145
10160,6000,2021-07-13,6.2073928
10161,6001,2021-07-13,6.9028761
10162,6013,2021-07-13,8.8375867
10163,6019,2021-07-13,11.836287
10164,6029,2021-07-13,6.589667
10165,6037,2021-07-13,11.7943334
10166,6059,2021-07-13,6.5898414
10167,6065,2021-07-13,13.1610418
10168,6067,2021-07-13,5.2307677
10169,6071,2021-07-13,8.7849885
10170,6073,2021-07-13,7.7250149
10171,6075,2021-07-13,7.7386244
10172,6077,2021-07-13,5.8651147
10173,6081,2021-07-13,6.6881525
10174,6085,2021-07-13,5.0386802
10175,6095,2021-07-13,4.9554799
10176,6097,2021-07-13,12.940119
10177,6099,2021-07-13,20.7960524
10178,6111,2021-07-13,5.5409149
10278,36000,2021-07-13,6.5503529
10279,36005,2021-07-13,15.6271517
10280,36029,2021-07-13,8.6477107
10281,36047,2021-07-13,4.7621419
10282,36055,2021-07-13,8.3838352
10283,36059,2021-07-13,7.4704317
10284,36061,2021-07-13,1.4814588
10285,36067,2021-07-13,5.3177757
10286,36081,2021-07-13,15.0240925
10287,36103,2021-07-13,4.4086886
10288,36119,2021-07-13,6.8340828
10371,6000,2021-07-14,6.2614632
10372,6001,2021-07-14,7.8558631
10373,6013,2021-07-14,8.2584422
10374,6019,2021-07-14,14.3448771
10375,6029,2021-07-14,8.0315621
10376,6037,2021-07-14,10.8881974
10377,6059,2021-07-14,6.7483166
10378,6065,2021-07-14,10.488754
10379,6067,2021-07-14,6.2603317
10380,6071,2021-07-14,8.309626
10381,6073,2021-07-14,7.1190436
10382,6075,2021-07-14,6.7421937
10383,6077,2021-07-14,5.9701383
10384,6081,2021-07-14,7.7997551
10385,6085,2021-07-14,5.4233974
10386,6095,2021-07-14,5.4046586
10387,6097,2021-07-14,14.1018083
10388,6099,2021-07-14,19.7611504
10389,6111,2021-07-14,5.0869167
10492,36000,2021-07-14,6.5061186
10493,36005,2021-07-14,17.0435321
10494,36029,2021-07-14,9.1461568
10495,36047,2021-07-14,4.9478114
10496,36055,2021-07-14,7.7308239
10497,36059,2021-07-14,6.7471761
10498,36061,2021-07-14,3.2310762
10499,36067,2021-07-14,4.5584097
10500,36081,2021-07-14,13.6969479
10501,36103,2021-07-14,2.974706
10502,36119,2021-07-14,8.4335064
10585,6000,2021-07-15,6.3264807
10586,6001,2021-07-15,7.4977625
10587,6013,2021-07-15,7.9095814
10588,6019,2021-07-15,14.3708841
10589,6029,2021-07-15,8.5917546
10590,6037,2021-07-15,10.3733755
10591,6059,2021-07-15,7.1648273
10592,6065,2021-07-15,9.1723709
10593,6067,2021-07-15,6.0677062
10594,6071,2021-07-15,7.7956142
10595,6073,2021-07-15,7.79073
10596,6075,2021-07-15,6.9899075
10597,6077,2021-07-15,6.9508677
10598,6081,2021-07-15,6.6511009
10599,6085,2021-07-15,5.618584
10600,6095,2021-07-15,3.0101013
10601,6097,2021-07-15,13.888721
10602,6099,2021-07-15,19.5841501
10603,6111,2021-07-15,7.6478214
10707,36000,2021-07-15,6.1071442
10708,36005,2021-07-15,17.6294284
10709,36029,2021-07-15,8.703359
10710,36047,2021-07-15,6.2502844
10711,36055,2021-07-15,7.4730003
10712,36059,2021-07-15,5.8870241
10713,36061,2021-07-15,5.5007821
10714,36067,2021-07-15,4.4941775
10715,36081,2021-07-15,10.4839292
10716,36103,2021-07-15,4.1477202
10717,36119,2021-07-15,8.314793
10799,6000,2021-07-16,6.1610242
10800,6001,2021-07-16,7.2274562
10801,6013,2021-07-16,7.288054
10802,6019,2021-07-16,13.4921998
10803,6029,2021-07-16,9.8116513
10804,6037,2021-07-16,11.0077628
10805,6059,2021-07-16,8.6782685
10806,6065,2021-07-16,8.8455868
10807,6067,2021-07-16,6.0374273
10808,6071,2021-07-16,9.2530974
10809,6073,2021-07-16,6.95813
10810,6075,2021-07-16,7.9498312
10811,6077,2021-07-16,6.1005473
10812,6081,2021-07-16,6.9936422
10813,6085,2021-07-16,6.6132734
10814,6095,2021-07-16,3.4358863
10815,6097,2021-07-16,13.0278883
10816,6099,2021-07-16,21.9651114
10817,6111,2021-07-16,7.7593075
10920,36000,2021-07-16,6.3187296
10921,36005,2021-07-16,18.2977526
10922,36029,2021-07-16,9.6533325
10923,36047,2021-07-16,7.0058536
10924,36055,2021-07-16,5.9496452
10925,36059,2021-07-16,6.5181586
10926,36061,2021-07-16,8.8579589
10927,36067,2021-07-16,4.4034968
10928,36081,2021-07-16,9.1581516
10929,36103,2021-07-16,3.8713019
10930,36119,2021-07-16,5.5426369
11013,6000,2021-07-17,6.2734398
11014,6001,2021-07-17,7.3952821
11015,6013,2021-07-17,7.2723935
11016,6019,2021-07-17,11.7512029
11017,6029,2021-07-17,10.1834722
11018,6037,2021-07-17,9.8878375
11019,6059,2021-07-17,8.8871434
11020,6065,2021-07-17,7.4194005
11021,6067,2021-07-17,6.5021983
11022,6071,2021-07-17,8.0975817
11023,6073,2021-07-17,7.6101824
11024,6075,2021-07-17,6.8179533
11025,6077,2021-07-17,5.6978657
11026,6081,2021-07-17,8.3408835
11027,6085,2021-07-17,6.9495877
11028,6095,2021-07-17,2.7212563
11029,6097,2021-07-17,9.1113958
11030,6099,2021-07-17,20.1029248
11031,6111,2021-07-17,6.8772211
11135,36000,2021-07-17,6.9514179
11136,36005,2021-07-17,16.2022272
11137,36029,2021-07-17,9.0213939
11138,36047,2021-07-17,7.8528152
11139,36055,2021-07-17,8.226366
11140,36059,2021-07-17,8.3378578
11141,36061,2021-07-17,9.5781328
11142,36067,2021-07-17,4.4826523
11143,36081,2021-07-17,7.9710318
11144,36103,2021-07-17,4.811203
11145,36119,2021-07-17,4.6529082
11229,6000,2021-07-18,6.3535479
11230,6001,2021-07-18,6.4821278
11231,6013,2021-07-18,7.5929629
11232,6019,2021-07-18,8.7929625
11233,6029,2021-07-18,9.5642802
11234,6037,2021-07-18,9.9862846
11235,6059,2021-07-18,8.3107591
11236,6065,2021-07-18,6.8856414
11237,6067,2021-07-18,4.9028843
11238,6071,2021-07-18,9.6317587
11239,6073,2021-07-18,8.5246161
11240,6075,2021-07-18,5.6344339
11241,6077,2021-07-18,6.5883629
11242,6081,2021-07-18,11.2664311
11243,6085,2021-07-18,6.7472757
11244,6095,2021-07-18,4.0036119
11245,6097,2021-07-18,7.3865041
11246,6099,2021-07-18,9.2933584
11247,6111,2021-07-18,7.0109766
11353,36000,2021-07-18,7.428943
11354,36005,2021-07-18,14.5118889
11355,36029,2021-07-18,9.5911407
11356,36047,2021-07-18,8.6143627
11357,36055,2021-07-18,8.8388123
11358,36059,2021-07-18,9.3483789
11359,36061,2021-07-18,9.3523672
11360,36067,2021-07-18,4.0397997
11361,36081,2021-07-18,9.3147462
11362,36103,2021-07-18,6.2834329
11363,36119,2021-07-18,5.4931362
11452,6000,2021-07-19,5.9146628
11453,6001,2021-07-19,6.3007778
11454,6013,2021-07-19,7.9736311
11455,6019,2021-07-19,10.4843401
11456,6029,2021-07-19,9.6243565
11457,6037,2021-07-19,9.6348683
11458,6059,2021-07-19,8.5398402
11459,6065,2021-07-19,7.1748876
11460,6067,2021-07-19,6.6719805
11461,6071,2021-07-19,10.0352343
11462,6073,2021-07-19,6.4376594
11463,6075,2021-07-19,5.2493159
11464,6077,2021-07-19,5.8939952
11465,6081,2021-07-19,10.1614738
11466,6083,2021-07-19,11.6246776
11467,6085,2021-07-19,8.9198806
11468,6095,2021-07-19,4.7705922
11469,6097,2021-07-19,4.026324
11470,6099,2021-07-19,10.4833005
11471,6111,2021-07-19,8.2201549
11576,36000,2021-07-19,6.8625604
11577,36005,2021-07-19,14.78109
11578,36029,2021-07-19,6.5835331
11579,36047,2021-07-19,8.1753702
11580,36055,2021-07-19,7.4063214
11581,36059,2021-07-19,11.6792902
11582,36061,2021-07-19,8.8932933
11583,36067,2021-07-19,3.7895054
11584,36081,2021-07-19,10.2957843
11585,36103,2021-07-19,6.4354136
11586,36119,2021-07-19,6.7739444
11674,6000,2021-07-20,6.6217397
11675,6001,2021-07-20,6.5156502
11676,6013,2021-07-20,7.4944707
11677,6019,2021-07-20,9.4721826
11678,6029,2021-07-20,11.4597095
11679,6037,2021-07-20,9.8416815
11680,6059,2021-07-20,8.499299
11681,6065,2021-07-20,6.0010176
11682,6067,2021-07-20,6.7196382
11683,6071,2021-07-20,9.8681814
11684,6073,2021-07-20,7.2163302
11685,6075,2021-07-20,5.6526457
11686,6077,2021-07-20,6.2349329
11687,6081,2021-07-20,10.2563575
11688,6083,2021-07-20,12.0541816
11689,6085,2021-07-20,10.9173171
11690,6095,2021-07-20,5.4012741
11691,6097,2021-07-20,3.8689334
11692,6099,2021-07-20,11.2388344
11693,6111,2021-07-20,9.0000654
11794,36000,2021-07-20,6.7217004
11795,36005,2021-07-20,12.4563318
11796,36029,2021-07-20,7.1943695
11797,36047,2021-07-20,9.0705235
11798,36055,2021-07-20,6.8405633
11799,36059,2021-07-20,10.1532981
11800,36061,2021-07-20,8.3212223
11801,36067,2021-07-20,3.6129564
11802,36081,2021-07-20,11.1535564
11803,36103,2021-07-20,5.7724684
11804,36119,2021-07-20,7.3300024
11890,6000,2021-07-21,7.2471678
11891,6001,2021-07-21,5.0360062
11892,6013,2021-07-21,7.1483251
11893,6019,2021-07-21,8.1765431
11894,6029,2021-07-21,9.9842998
11895,6037,2021-07-21,9.8819905
11896,6059,2021-07-21,8.7343259
11897,6065,2021-07-21,7.333717
11898,6067,2021-07-21,5.7491625
11899,6071,2021-07-21,10.013504
11900,6073,2021-07-21,8.5754393
11901,6075,2021-07-21,5.8595833
11902,6077,2021-07-21,5.8766175
11903,6081,2021-07-21,9.2383458
11904,6085,2021-07-21,9.959539
11905,6095,2021-07-21,5.9300005
11906,6097,2021-07-21,4.2645865
11907,6099,2021-07-21,12.3506459
11908,6111,2021-07-21,10.1484671
12002,36000,2021-07-21,7.4525331
12003,36005,2021-07-21,10.8906093
12004,36029,2021-07-21,5.7401156
12005,36047,2021-07-21,9.294832
12006,36055,2021-07-21,5.9882404
12007,36059,2021-07-21,10.6974375
12008,36061,2021-07-21,7.0571544
12009,36067,2021-07-21,5.4073624
12010,36081,2021-07-21,10.4071964
12011,36103,2021-07-21,5.8953558
12012,36119,2021-07-21,7.1129443
12090,6000,2021-07-22,7.0822722
12091,6001,2021-07-22,4.1946082
12092,6013,2021-07-22,7.7062057
12093,6019,2021-07-22,8.5918688
12094,6029,2021-07-22,9.7676767
12095,6037,2021-07-22,10.30037
12096,6059,2021-07-22,8.5249638
12097,6065,2021-07-22,7.8822414
12098,6067,2021-07-22,6.5041244
12099,6071,2021-07-22,9.234085
12100,6073,2021-07-22,8.1921053
12101,6075,2021-07-22,5.2007932
12102,6077,2021-07-22,5.9565838
12103,6081,2021-07-22,11.0383618
12104,6085,2021-07-22,10.1698808
12105,6095,2021-07-22,7.0613581
12106,6097,2021-07-22,4.1923325
12107,6099,2021-07-22,13.0438173
12108,6111,2021-07-22,9.0501858
12196,36000,2021-07-22,7.3261614
12197,36005,2021-07-22,8.9591793
12198,36029,2021-07-22,6.4259008
12199,36047,2021-07-22,9.0941547
12200,36055,2021-07-22,6.8628911
12201,36059,2021-07-22,10.0971355
12202,36061,2021-07-22,6.4487074
12203,36067,2021-07-22,6.5765631
12204,36081,2021-07-22,10.0350193
12205,36103,2021-07-22,5.5775737
12206,36119,2021-07-22,6.5195271
12278,6000,2021-07-23,6.8014147
12279,6001,2021-07-23,4.5558483
12280,6013,2021-07-23,8.2783298
12281,6019,2021-07-23,9.8713543
12282,6029,2021-07-23,9.2401266
12283,6037,2021-07-23,8.7224935
12284,6059,2021-07-23,7.2804081
12285,6065,2021-07-23,8.6425587
12286,6067,2021-07-23,6.4796323
12287,6071,2021-07-23,8.7405745
12288,6073,2021-07-23,10.5657695
12289,6075,2021-07-23,3.362788
12290,6077,2021-07-23,5.7752746
12291,6081,2021-07-23,12.6741222
12292,6085,2021-07-23,9.6817639
12293,6097,2021-07-23,4.0598295
12294,6099,2021-07-23,9.767402
12295,6111,2021-07-23,9.9925903
12378,36000,2021-07-23,7.4147431
12379,36005,2021-07-23,7.8733245
12380,36029,2021-07-23,5.4121006
12381,36047,2021-07-23,9.1874364
12382,36055,2021-07-23,6.6391904
12383,36059,2021-07-23,9.9344227
12384,36061,2021-07-23,2.7925441
12385,36067,2021-07-23,6.9439236
12386,36081,2021-07-23,11.3028953
12387,36103,2021-07-23,7.5012196
12388,36119,2021-07-23,7.1385232
12452,6000,2021-07-24,7.36169
12453,6001,2021-07-24,3.9334987
12454,6013,2021-07-24,7.5094751
12455,6019,2021-07-24,8.4207805
12456,6029,2021-07-24,11.0106566
12457,6037,2021-07-24,9.7953633
12458,6059,2021-07-24,6.5176981
12459,6065,2021-07-24,8.6573904
12460,6067,2021-07-24,6.1615767
12461,6071,2021-07-24,9.4232443
12462,6073,2021-07-24,10.255677
12463,6075,2021-07-24,4.1586051
12464,6081,2021-07-24,11.5071556
12465,6085,2021-07-24,7.8152813
12466,6097,2021-07-24,3.8129806
12467,6111,2021-07-24,11.2681059
12542,36000,2021-07-24,7.1834239
12543,36005,2021-07-24,9.0135007
12544,36029,2021-07-24,4.3505619
12545,36047,2021-07-24,9.167625
12546,36055,2021-07-24,5.4876771
12547,36059,2021-07-24,8.1824658
12548,36061,2021-07-24,2.0642921
12549,36067,2021-07-24,6.6761496
12550,36081,2021-07-24,13.4991236
12551,36103,2021-07-24,6.8273491
12552,36119,2021-07-24,7.6287662
12615,6000,2021-07-25,7.5094212
12616,6001,2021-07-25,3.7056746
12617,6013,2021-07-25,8.744038
12618,6019,2021-07-25,8.8167325
12619,6037,2021-07-25,10.0836245
12620,6059,2021-07-25,6.6449694
12621,6065,2021-07-25,7.4820952
12622,6067,2021-07-25,6.8454174
12623,6071,2021-07-25,8.2636931
12624,6073,2021-07-25,9.3341598
12625,6075,2021-07-25,3.5770106
12626,6081,2021-07-25,6.5773869
12627,6085,2021-07-25,9.1190751
12628,6097,2021-07-25,4.5343519
12629,6111,2021-07-25,11.4756861
12702,36000,2021-07-25,6.5462604
12703,36005,2021-07-25,8.7097338
12704,36029,2021-07-25,4.509715
12705,36047,2021-07-25,8.4090453
12706,36055,2021-07-25,3.1024917
12707,36059,2021-07-25,6.8471298
12708,36061,2021-07-25,3.4366374
12709,36067,2021-07-25,6.8455881
12710,36081,2021-07-25,10.9770622
12711,36103,2021-07-25,4.7137499
12712,36119,2021-07-25,6.6919254
12774,6000,2021-07-26,8.5060019
12775,6001,2021-07-26,3.9390156
12776,6013,2021-07-26,8.9617544
12777,6019,2021-07-26,8.22064
12778,6037,2021-07-26,10.9677766
12779,6059,2021-07-26,5.2541957
12780,6065,2021-07-26,7.2904385
12781,6067,2021-07-26,5.6977734
12782,6071,2021-07-26,10.5710366
12783,6073,2021-07-26,10.1558044
12784,6075,2021-07-26,3.8503661
12785,6081,2021-07-26,8.8364988
12786,6085,2021-07-26,6.5248665
12787,6097,2021-07-26,10.1100397
12788,6111,2021-07-26,9.6271099
12853,36000,2021-07-26,6.7897117
12854,36005,2021-07-26,7.6877699
12855,36029,2021-07-26,5.0322073
12856,36047,2021-07-26,9.0476902
12857,36055,2021-07-26,3.3847205
12858,36061,2021-07-26,5.2322527
12859,36081,2021-07-26,12.9478523
12860,36103,2021-07-26,3.3868356
12861,36119,2021-07-26,6.3891875
12911,6000,2021-07-27,8.3259798
12912,6001,2021-07-27,4.6002783
12913,6013,2021-07-27,7.6602896
12914,6019,2021-07-27,9.6817125
12915,6037,2021-07-27,10.7288971
12916,6059,2021-07-27,5.2004956
12917,6065,2021-07-27,10.0531664
12918,6067,2021-07-27,6.335628
12919,6071,2021-07-27,11.8718102
12920,6073,2021-07-27,7.343076
12921,6075,2021-07-27,3.2584326
12922,6081,2021-07-27,8.9819245
12923,6085,2021-07-27,2.7877918
12924,6111,2021-07-27,8.4841893
12989,36000,2021-07-27,7.0453461
12990,36005,2021-07-27,9.5948415
12991,36029,2021-07-27,4.2805812
12992,36047,2021-07-27,10.0204752
12993,36055,2021-07-27,4.4924234
12994,36059,2021-07-27,5.7170325
12995,36061,2021-07-27,6.0648838
12996,36067,2021-07-27,8.5820739
12997,36081,2021-07-27,13.2163549
12998,36103,2021-07-27,3.5088852
12999,36119,2021-07-27,7.8121485
13051,6000,2021-07-28,7.7507383
13052,6001,2021-07-28,4.5948916
13053,6013,2021-07-28,11.2523179
13054,6019,2021-07-28,7.7907277
13055,6037,2021-07-28,11.4106573
13056,6059,2021-07-28,4.8455192
13057,6065,2021-07-28,12.4008583
13058,6067,2021-07-28,5.7907852
13059,6071,2021-07-28,12.4040705
13060,6073,2021-07-28,5.9116903
13061,6075,2021-07-28,3.41847
13062,6081,2021-07-28,9.0944412
13063,6085,2021-07-28,3.4341828
13064,6111,2021-07-28,8.6892941
13129,36000,2021-07-28,6.6337802
13130,36005,2021-07-28,9.8884698
13131,36029,2021-07-28,3.805479
13132,36047,2021-07-28,10.4981259
13133,36055,2021-07-28,4.1552505
13134,36059,2021-07-28,7.6433272
13135,36061,2021-07-28,10.7813129
13136,36067,2021-07-28,10.4809847
13137,36081,2021-07-28,15.5853365
13138,36103,2021-07-28,4.5549145
13139,36119,2021-07-28,7.9171995
13192,6000,2021-07-29,7.6950811
13193,6001,2021-07-29,4.9903787
13194,6013,2021-07-29,10.1871115
13195,6019,2021-07-29,5.6842982
13196,6037,2021-07-29,11.2370062
13197,6059,2021-07-29,5.4788809
13198,6065,2021-07-29,10.6982956
13199,6067,2021-07-29,6.4333428
13200,6071,2021-07-29,11.6043219
13201,6073,2021-07-29,5.4278554
13202,6075,2021-07-29,5.2574993
13203,6081,2021-07-29,7.4716662
13204,6085,2021-07-29,4.129716
13205,6111,2021-07-29,8.250291
13272,36000,2021-07-29,7.0400568
13273,36005,2021-07-29,12.55194
13274,36029,2021-07-29,5.7976445
13275,36047,2021-07-29,9.2797566
13276,36055,2021-07-29,4.2520327
13277,36059,2021-07-29,7.6958498
13278,36061,2021-07-29,9.1362221
13279,36067,2021-07-29,9.2859802
13280,36081,2021-07-29,17.1570787
13281,36103,2021-07-29,4.0387974
13282,36119,2021-07-29,6.8747523
13335,6000,2021-07-30,7.6404206
13336,6001,2021-07-30,4.7861472
13337,6013,2021-07-30,10.2663561
13338,6019,2021-07-30,5.2677254
13339,6037,2021-07-30,11.8139366
13340,6059,2021-07-30,5.2826413
13341,6065,2021-07-30,10.548283
13342,6067,2021-07-30,7.2165954
13343,6071,2021-07-30,11.2336491
13344,6073,2021-07-30,3.1646756
13345,6075,2021-07-30,4.8607287
13346,6085,2021-07-30,4.1296409
13347,6111,2021-07-30,7.6331779
13399,36000,2021-07-30,7.0236354
13400,36005,2021-07-30,12.5302231
13401,36029,2021-07-30,5.4804038
13402,36047,2021-07-30,7.6621412
13403,36055,2021-07-30,4.3699367
13404,36067,2021-07-30,9.9039723
13405,36081,2021-07-30,18.5580523
13406,36103,2021-07-30,2.8647332
13407,36119,2021-07-30,7.1310493
13452,6000,2021-07-31,7.6004211
13453,6001,2021-07-31,5.0869647
13454,6013,2021-07-31,12.2860341
13455,6037,2021-07-31,11.113115
13456,6059,2021-07-31,5.721965
13457,6065,2021-07-31,11.4741913
13458,6067,2021-07-31,8.4717456
13459,6071,2021-07-31,10.5605013
13460,6073,2021-07-31,2.8710656
13461,6075,2021-07-31,5.4955838
13462,6085,2021-07-31,4.6679088
13510,36000,2021-07-31,8.611337
13511,36029,2021-07-31,6.2636839
13512,36055,2021-07-31,2.7941442
13513,36103,2021-07-31,3.2618428
13550,6000,2021-08-01,7.8562445
13551,6001,2021-08-01,4.3815564
13552,6013,2021-08-01,10.3967599
13553,6037,2021-08-01,10.2553511
13554,6059,2021-08-01,5.8721716
13555,6065,2021-08-01,13.984557
13556,6071,2021-08-01,12.68926
13557,6073,2021-08-01,3.2452318
13558,6085,2021-08-01,4.3389893
13597,36000,2021-08-01,8.4665822
13598,36029,2021-08-01,5.6881318
13626,6000,2021-08-02,6.4131439
13627,6001,2021-08-02,4.7629796
13628,6013,2021-08-02,9.6375402
13629,6037,2021-08-02,9.6703029
13630,6059,2021-08-02,10.7795464
13631,6065,2021-08-02,10.8825318
13632,6067,2021-08-02,10.5616477
13633,6071,2021-08-02,9.2306151
13634,6073,2021-08-02,5.9399479
13635,6085,2021-08-02,4.5563903
13677,36000,2021-08-02,8.326704
13678,36029,2021-08-02,6.6544926
13679,36055,2021-08-02,4.1848047
13711,6000,2021-08-03,5.965968
13712,6001,2021-08-03,7.2675046
13713,6013,2021-08-03,10.1355673
13714,6037,2021-08-03,9.935425
13715,6059,2021-08-03,8.9283562
13716,6065,2021-08-03,8.1383184
13717,6067,2021-08-03,9.4044214
13718,6071,2021-08-03,6.9595871
13719,6073,2021-08-03,6.1505584
13720,6075,2021-08-03,6.7819566
13721,6085,2021-08-03,6.3609529
13722,6111,2021-08-03,10.4771955
13774,36000,2021-08-03,7.445901
13775,36029,2021-08-03,8.1848732
13776,36047,2021-08-03,4.2934494
13777,36055,2021-08-03,5.2730543
13778,36081,2021-08-03,15.9600493
13779,36103,2021-08-03,9.1705626
13780,36119,2021-08-03,2.7685713
13820,6000,2021-08-04,6.5580841
13821,6001,2021-08-04,8.2705918
13822,6013,2021-08-04,6.4002142
13823,6019,2021-08-04,9.0860734
13824,6037,2021-08-04,10.3144576
13825,6059,2021-08-04,10.6244762
13826,6065,2021-08-04,4.567297
13827,6067,2021-08-04,8.1704865
13828,6071,2021-08-04,7.7077761
13829,6073,2021-08-04,6.9780055
13830,6075,2021-08-04,5.9502608
13831,6085,2021-08-04,5.6491771
13832,6097,2021-08-04,2.9613792
13833,6111,2021-08-04,7.7962542
13900,36000,2021-08-04,6.8827625
13901,36005,2021-08-04,15.3811464
13902,36029,2021-08-04,9.052482
13903,36047,2021-08-04,6.6359582
13904,36055,2021-08-04,5.2956932
13905,36061,2021-08-04,6.8439416
13906,36081,2021-08-04,12.3019636
13907,36103,2021-08-04,8.2229078
13908,36119,2021-08-04,1.4616773
13962,6000,2021-08-05,5.9824926
13963,6001,2021-08-05,7.9536379
13964,6013,2021-08-05,7.6948217
13965,6019,2021-08-05,9.3006734
13966,6029,2021-08-05,16.3678848
13967,6037,2021-08-05,10.3145909
13968,6059,2021-08-05,9.6731185
13969,6065,2021-08-05,7.2430931
13970,6067,2021-08-05,9.4393108
13971,6071,2021-08-05,8.3744111
13972,6073,2021-08-05,7.1145237
13973,6075,2021-08-05,4.6446111
13974,6077,2021-08-05,2.9507036
13975,6081,2021-08-05,6.9694007
13976,6085,2021-08-05,6.8974596
13977,6097,2021-08-05,2.556614
13978,6111,2021-08-05,9.6000129
14050,36000,2021-08-05,7.4212071
14051,36005,2021-08-05,13.0638494
14052,36029,2021-08-05,7.7246212
14053,36047,2021-08-05,6.358429
14054,36055,2021-08-05,5.4241087
14055,36059,2021-08-05,7.8988724
14056,36061,2021-08-05,8.1416309
14057,36067,2021-08-05,2.9753484
14058,36081,2021-08-05,10.4696614
14059,36103,2021-08-05,8.1445982
14060,36119,2021-08-05,1.3791641
14123,6000,2021-08-06,6.2798423
14124,6001,2021-08-06,8.5274808
14125,6013,2021-08-06,8.9006195
14126,6019,2021-08-06,9.282757
14127,6029,2021-08-06,14.5322362
14128,6037,2021-08-06,10.5814037
14129,6059,2021-08-06,11.2122848
14130,6065,2021-08-06,6.3694799
14131,6067,2021-08-06,9.8055163
14132,6071,2021-08-06,7.565044
14133,6073,2021-08-06,8.2960077
14134,6075,2021-08-06,5.6253206
14135,6077,2021-08-06,2.4601698
14136,6081,2021-08-06,5.6577744
14137,6085,2021-08-06,7.741626
14138,6095,2021-08-06,2.6563553
14139,6097,2021-08-06,4.2059792
14140,6099,2021-08-06,11.2628971
14141,6111,2021-08-06,11.2342545
14235,36000,2021-08-06,7.6143372
14236,36005,2021-08-06,12.0726233
14237,36029,2021-08-06,5.7948438
14238,36047,2021-08-06,7.0882914
14239,36055,2021-08-06,5.4196466
14240,36059,2021-08-06,6.1851469
14241,36061,2021-08-06,6.3818184
14242,36067,2021-08-06,3.7795113
14243,36081,2021-08-06,8.0834367
14244,36103,2021-08-06,8.9850231
14245,36119,2021-08-06,1.097547
14330,6000,2021-08-07,6.7763732
14331,6001,2021-08-07,7.9941078
14332,6013,2021-08-07,7.9657496
14333,6019,2021-08-07,8.9587378
14334,6029,2021-08-07,17.097725
14335,6037,2021-08-07,11.2979621
14336,6053,2021-08-07,9.9392329
14337,6059,2021-08-07,10.1260221
14338,6065,2021-08-07,7.2039694
14339,6067,2021-08-07,8.6150527
14340,6071,2021-08-07,7.9282196
14341,6073,2021-08-07,7.3918131
14342,6075,2021-08-07,5.7953495
14343,6077,2021-08-07,4.4296396
14344,6081,2021-08-07,6.6553183
14345,6083,2021-08-07,2.758528
14346,6085,2021-08-07,6.7499184
14347,6095,2021-08-07,5.7940678
14348,6097,2021-08-07,3.4884768
14349,6099,2021-08-07,10.7342288
14350,6111,2021-08-07,11.9087916
14469,36000,2021-08-07,7.1891161
14470,36005,2021-08-07,12.1575595
14471,36029,2021-08-07,5.3792338
14472,36047,2021-08-07,7.0033629
14473,36055,2021-08-07,5.0944292
14474,36059,2021-08-07,6.8962416
14475,36061,2021-08-07,6.7344625
14476,36067,2021-08-07,5.0187036
14477,36081,2021-08-07,9.0801314
14478,36103,2021-08-07,9.8657675
14479,36119,2021-08-07,1.7367767
14578,6000,2021-08-08,6.8769623
14579,6001,2021-08-08,7.177409
14580,6013,2021-08-08,7.4241942
14581,6019,2021-08-08,9.9212559
14582,6029,2021-08-08,14.929074
14583,6037,2021-08-08,12.0465554
14584,6053,2021-08-08,11.3849287
14585,6059,2021-08-08,9.8110625
14586,6065,2021-08-08,7.7858616
14587,6067,2021-08-08,7.6834633
14588,6071,2021-08-08,8.9160928
14589,6073,2021-08-08,6.7721476
14590,6075,2021-08-08,5.9011009
14591,6077,2021-08-08,8.8669007
14592,6079,2021-08-08,4.7592173
14593,6081,2021-08-08,5.398694
14594,6083,2021-08-08,2.4349912
14595,6085,2021-08-08,7.4582736
14596,6095,2021-08-08,4.8373604
14597,6097,2021-08-08,3.2314415
14598,6099,2021-08-08,10.3469449
14599,6111,2021-08-08,11.7096544
14735,36000,2021-08-08,7.9062905
14736,36005,2021-08-08,13.8591463
14737,36029,2021-08-08,5.4724916
14738,36047,2021-08-08,6.9656746
14739,36055,2021-08-08,4.9276291
14740,36059,2021-08-08,6.8023841
14741,36061,2021-08-08,6.5324822
14742,36067,2021-08-08,4.509652
14743,36071,2021-08-08,3.8325503
14744,36081,2021-08-08,9.1218258
14745,36103,2021-08-08,10.3210215
14746,36119,2021-08-08,2.1325746
14860,6000,2021-08-09,6.3291181
14861,6001,2021-08-09,7.5754108
14862,6013,2021-08-09,7.0916027
14863,6019,2021-08-09,9.274108
14864,6029,2021-08-09,14.9300921
14865,6037,2021-08-09,11.7068543
14866,6053,2021-08-09,16.1370091
14867,6059,2021-08-09,8.2190377
14868,6065,2021-08-09,8.6331369
14869,6067,2021-08-09,6.6534968
14870,6071,2021-08-09,8.1775598
14871,6073,2021-08-09,6.2476315
14872,6075,2021-08-09,5.3123548
14873,6077,2021-08-09,10.5101757
14874,6079,2021-08-09,4.2896205
14875,6081,2021-08-09,6.0463158
14876,6083,2021-08-09,3.5699557
14877,6085,2021-08-09,7.828788
14878,6095,2021-08-09,6.2327857
14879,6097,2021-08-09,3.4425935
14880,6099,2021-08-09,10.6836966
14881,6107,2021-08-09,3.8040016
14882,6111,2021-08-09,10.1560222
15027,36000,2021-08-09,8.2927435
15028,36005,2021-08-09,15.0012524
